CUSTRECORD_EOS_DATE,CUSTRECORD_EOS_MEMO,BINNUMBER
05/07/2025 12:00:00 AM,"WO3590 Completed - only could process 1,274 cases  IA97725 - Scrap IA97724 - Line Clearance",Flight - C2
05/07/2025 12:00:00 AM,"WO3632, VP83005 BETTY BOOZE TEQUILA 3-FLV 4X6 24PK *CARTONED* We ran with some minor issues opened flaps, and some crashes, we completed job final production 1,856. Then we did a C/O going next WO3536 VP65007 KIKI SMOOTH WATER VP2 4-FLV 3X8 24PK *CARTON* we had same minor issues opened flaps we did not finish our production 832. First shift might run out of peach flavor. Raven Uptime 85%",BD1
05/07/2025 12:00:00 AM,WO3656 BS1 VP28099 STATESIDE SODA GOAT 4-FLV 3X8 24PK **TRAY & SHRINK** We ran no major issues. mostly of delay was on applying stickers and dekitting. Raven uptime 74%,BS1
05/07/2025 12:00:00 AM,"We ran 3 people to get the strawberry shortcake wip out, mid day we pivoted the 3 to rework orange blast for a truck.",TA1
05/07/2025 12:00:00 AM,We started TP1 late because we didn't see the glue pots were off. Line ran great.,TP1
05/07/2025 12:00:00 AM,"the line ran much better than yesterday, horizontal loader jams continued but decreased a large amount. Most of the day the jams were caused by mispicks on the cartons.",TD1
05/08/2025 12:00:00 AM,"- BD1 WO3461, WO3455 - Ran out one of the WIP flavors and switched over to Stateside Lemonade - 6min Carton Not Opened/Can Transfer Jam - 2 work orders - 1 Flavor C/O ---------------------------------------- - ID1 WO3629 - Rough startup with the Spindrift 18 pack. Needed a good amount of adjustments to the flap guides and carton magazine. - 36min Can Transfer Jam Carton Not Opened - 21min Machine Adjustments ---------------------------------------- - Flight C1 WO3461, WO3459 - Ran out one of the WIP flavors and switched over to Stateside Lemonade - No Machine Issues - 2 work orders - 1 Flavor C/O",BD1
05/08/2025 12:00:00 AM,"- Due to scheduling changes, we had extra associates on site and added this line to the plan. - Production started @445pm after the manual sticker run was completed.",BS1
05/08/2025 12:00:00 AM,"- Persistent issues with Robot Dropping Product, product jamming due to back pressure and the SCARA robot dropping can pads and randomly faulting. - Rob reached out to Josh when the SCARA robot faulted and would not reset and was able to get things going and did his best to keep the machine running while we wait for replacement parts to resolve the issues. (Bad Power cable to staging sensors/SCARA Robot - Encoder for metering infeed)",BP1
05/08/2025 12:00:00 AM,3rd Shift EOS   No issues and line ran well with minimum jam ups. After lunch we increased the speed from 24 to 27 with no issues. Communicated this with day shift so that we can see if it will sustain across all shifts.,TD1
05/08/2025 12:00:00 AM,"Anthony and myself replaced the worn down sprocket +2 additional sprockets and the chain that drives the roll of film. We had it operational before start of shift and it performed without issue all day.  Toward EOS a separator bar on the infeed conveyor appears to have broken/worn off and resulted in about 15 minutes of downtime. I sent the team to break while I tried to remove a piece of it from the chain, and determine if repair was feasible. Ultimately a replacement is needed and has been ordered. The gap in the infeed conveyor requires constant attention, as dropping two cases in the gapped space will result in a feed fault and stop the machine. This also creates an issue with throughput, as a large section must be skipped to prevent the machine from faulting, but also causing a brief pause on the gravity conveyor as the cases must be held back.",Flight - PP1
05/08/2025 12:00:00 AM,"BD1 & BC1 -WO3360 VP13030 SPINDRIFT 3-FLV 30 PK *NEW ARTWORK*   Great run on both machines, no issues were reported.",BD1
05/08/2025 12:00:00 AM,"BP1-#WO3360 VP13030 SPINDRIFT 3-FLV 30 PK  Experienced down time due to product falling on conveyor and Scara robot mis-picking can pad, Operator had to clear fallen cans and also restart the picking process on Scara.",BP1
05/08/2025 12:00:00 AM,"BS1, WO3537/WO3645, BS1 VP65008 KIKI SMOOTH WATER VP2 4-FLV 3X8 24PK *SHRINK* we completed what was left from 2nd shift with BP1 crew, no major issues, our total production 624. Raven uptime 65%",BS1
05/08/2025 12:00:00 AM,Changeover around 10:30am.  Tray former showed up at 2:00 and shut down the line for about 15 minutes.,Flight - A1
05/08/2025 12:00:00 AM,"Dekitting- 58 minutes This was tagged when the team was trying to catch up on putting cans, we had to put 3 palletizers for a few hours while the got Top Tier to run. That put us on a bind in the loading stations.  Palletizer Down- 56 minutes lost We kept having the clear out the Top tier, during the first hours of the shift, until we got someone on the phone and walk the mechanic through some adjustments.  Machine adjustments- 32 minutes lost  The mechanic had to adjust the Top Tier.  Operator error- 4 minutes lost The line lead had turned off the machine by accident, we thought we had a jam but it was just off.  Film Wrap quality- 36 minutes lost The film was off due to a fan hitting it. Once we moved the fan, it never went out of place. During the last 30 the wrap started coming out of place. The mechanic advised us to turn off the fan from the top. We used that time to rework the bad cases that went by.",TA1
05/08/2025 12:00:00 AM,"Drop Packer Down- 96 minutes lost This was tagged incorrectly, it was suppose to be tagged as “stuck  in infeed”. Lack of back pressure kept getting the cases stuck, those jams took a little longer  to resolve.  Case Erector Down- 16 minutes lost  At the SOS the cases kept jamming up in the erector, we had to teach lead how to solve those jams.   Palletizer Adjustments- 26 minutes lost The vention kept giving out on us, we had to adjust a few things. The sensors in bay 2 kept reading full pallets every time we took one out, we had  pull pallets out and back in to get it going.  Case sealer down- 6 minutes lost We had a few sealer jams do to cases not being pushed all the way down.",TP1
05/08/2025 12:00:00 AM,"Facility Equipment Down - 19m lost Due to Palletizing robot being down . /// Palletizing robot fault - 17m lost Due to faults on robot palletizer. /// Product Fallen on conveyor 15m lost due to cans falling over.///// Uncasing robot fault - 15m lost , due to issues with uncasing robot. ////// Carton not open - 15m lost , Due to cartons not being open . (had to switch PKs) ///Machine adjustments 12m lost - due to machine adjustments. /// 1st run adjustments 12m lost due to adjustments after C/O.",RD1
05/08/2025 12:00:00 AM,Great run! 108.96 percentage of completion,IP1
05/08/2025 12:00:00 AM,"Horizontal Loader Jam- 91 minutes lost The bottles kept getting clipped, and causing jams. From the start of the shift to the end we had loader jams. At one point the machine had no error codes and it said it was running but nothing was moving. Carton Not Picked- 4 minutes lost We had a few mis picks due to lack of back pressure, with all the jams on the loader, the line lead had to be running around. We ended up training someone to put boxes on, he struggled at first, after lunch it got much better.  We stopped at 9:30 to do the change over to Orange, we used that time to wash down the machine.",TD1
05/08/2025 12:00:00 AM,"Kept Extra HC to switch over to Saint James once Changeover was complete. Moved HC over after lunch, once complete moved HC back to RD at 12:45P.M.  Had issues at the loading plate cans would fall over due to lack of back pressure. Maintenace increased speed of pick arm to help keep lanes full running at 20cpm. Side plate inside the DMM that helps guide cans was too tight and wouldn't allow cans to transition easily.",RD1
05/08/2025 12:00:00 AM,Moved HC from RD to RP to complete 7 pallets. Once completed moved HC back at 12:45P.M.,RP1
05/08/2025 12:00:00 AM,No major machine issues,RP1
05/08/2025 12:00:00 AM,Quick manual sticker run for Stateside to finish up 2 work orders.,Manual - Bristol
05/08/2025 12:00:00 AM,"Several times throughout the day we had an issue where the carton wouldn't open all the way, so when the can pusher would try to load the carton it would cause a jam, if it wasn't caught immediately the machine would continue to run. I'm not sure if it's an issue with the cartons, or if they're just not getting loaded on correctly. Randy and I noticed the last time we ran this we had to load the cartons into the magazine at an angle. I told the lead to angle them more, and that helped quite a bit. Had to stop several times to wait on WIP as well. Overall, a much better day today, however.",Flight - D1
05/08/2025 12:00:00 AM,"TA1   FILM CHANGE- 22m    Film ran out without warning from machine. It had to be re-strung through rollers and knife servo had to be re-adjusted to maximize quality.    PALLETIZER DOWN-1h    We had problems with the palletizer and how it would load each layer. We determined that the pre-build area on the top tier needed to be cleaned because it was sticky and causing friction which would throw off the pallet patterns when the row arm would load onto the layer head.   FILM WRAP TIMING-14m   An issue with how the film would wrap around the product. Either due to the flight arm or the knife not cutting the film, causing the film to get stuck.   DATE CODER DOWN-4m   The date coder needed to be adjusted to the top of the wrapped product not the trays.   WAITING ON WIP-36m    Waiting for forklift drivers to bring products to the line or stage product.",TA1
05/08/2025 12:00:00 AM,"TD1   HORIZONTAL LOADER JAM-56m    We had frequent bottle pops which would need to get cleaned out afterwards. This was because of back pressure, bottle quality, or uncleaned surfaces. Something to be noted is that the speed was increased from 24 to 27 which could have played part in the frequent loader jams.   CARTON NOT PICKED-30m    Quite often there were cartons that would fall into the machine after the machine tried to pick it up. It could have been because of the suction, how the trays were loaded, or the quality of the trays.   MACHINE ADJUSTMENTS-11m    There were some problems with the alignments of the flaps, so they were adjusted to try to rectify it.",TD1
05/08/2025 12:00:00 AM,"Uncasing robot fault: At 4:00pm started having an issue with the uncasing robot push sensor. The sensor wasn't triggering when the cylinder was extended.  Maintenance also noticed that the cylinder was loose, and also replaced the sensor since it was a bit beat up / rough, so he decided to replace it.  After tightening the cylinder back up and replacing the sensor we didn't have any issues with the sensor not triggering. Throughout the day was having issues with the trays coming together at the loading zone not allowing the uncasing robot to pick the cans. Total downtime 55 min.                                                                                                                                                                                    Configuration C/O: At 8:00pm we started the C/O to WO3598, which took 43 min sent Hc to break once we started the C/O. Once the C/O was complete started having issues with the cartons falling out of the magazine. Had to adjust the tabs which helped prevent the cartons from slipping out the magazine.                                                                                                                                                                               Palletizing robot fault: When running Zoa had issues with the palletizing robot damaging cases, would have to abort the pallet and switch the bay to start palletizing.",RD1
05/08/2025 12:00:00 AM,"WO3360 BP1 VP13030 SPINDRIFT 3-FLV 30 PK *NEW ARTWORK* we started after we finished BS1 Kiki orders, we did struggle thru all the rest of the shift, please see Engineering comments. Raven uptime 58%",BP1
05/08/2025 12:00:00 AM,"WO3461 BD1 VP28040, STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **CARTON** we had some minor issues as opened flaps, couple of crashes, Mechanic was able to be resolved. Raven Uptime 95%",BD1
05/09/2025 12:00:00 AM,"- BD1 WO3455 - Issues with minor flaps not closing. Rob was able to make minor adjustments to the guides the reduce/resolve the issue - Crew struggled at times to keep the lanes full during pallet changes and dekitting the one WIP flavor that comes as 6x4 cartons  ---------------------------------------- - ID1 WO3629 - Start of shift saw a lot of flexing in the lanes due to the length of unsupported lanes in certain areas of the infeed. The flexing would cause cans in other lanes to back up until enough back pressure push them forward causing crashes as cans would at times have fallen on the conveyor by the time they reached the loading area. Rob was able to make adjustments to the lanes to reduce the amount of flexing. - Issues with can transfer jams, possibly due to the way the carton gets picked. Picker pulls the carton near the bottom as it is in the magazine and being a larger box, becomes top heavy as it pulls from the magazine and will sometimes break away from the suction cups on the picker arm causing faults and crashes.",BD1
05/09/2025 12:00:00 AM,"- Crew struggled with keeping up with the machine due to the dekitting and case transfer from generic to approved trays, with the limited surface areas available. Transferring the 6x4 cartons were a bit more awkward than the normal dekitting and transferring loose cans. - Tray former went down for about 20 minutes which caused delays on this line. Rob found the drive belt had slipped off and was able to repair. - One pallet of WIP had some kind of dirt or substance on top. Inspected the pallet to ensure nothing had found it's way into the product before continuing.",BS1
05/09/2025 12:00:00 AM,"- Persistent issues with Robot Dropping Product, product jamming due to back pressure and the SCARA robot dropping can pads and randomly faulting. - Issues with boxes caused problems throughout the shift. Extremely uneven welds to varying degrees. Tried multiple pallets but all boxes on hand were all from the same production run from the manufacturer do defects persisted, and boxes would form with slight size variances that would cause issues as the cases progressed through the machine due to the specific measurments needed to for stop gates and clamps at various points. - Ray made adjustments to the case erector as well as the lanes leading from the robot to the case sealer to try and compensate for the defects",BP1
05/09/2025 12:00:00 AM,"38% of completion  We ran production continuously until all available WIP for Peach Tea was used up. We had some rework to complete, so I released most of the team and kept a few associates to finish the task.  16m Flavor C/O : we had a WO change from four flavor to 3 flavors  9m of rework prep: We overbuilt by approximately 50 cases of 4-flavor packs, which we had to open and rework into 3-flavor packs  10 m of case forming quality: Some of the top and bottom boxes in the pallet were slightly bent due to overly tight strapping, which made it difficult for the suction cups to grip them properly, causing jams during the process  44 waiting on WIP: We had three pallets with incorrect date codes, which required us to open each box and repackage the products",IP1
05/09/2025 12:00:00 AM,"BC1, WO345 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON** *NEW ARTWORK* ran with no major issues just carton not opened, production 1,560. Raven was not working. Tagged Raven issues. ////////////////////////////////////////////////////////////////////////////////////////////// ID1, WO3629 BD1 VP13029 SPINDRIFT SPIKED 3-FLV 18 PK*NEW DIELINES* we ran 20CPM, besides we had some issues cartons open flap, some crashes, cartons not opening. No other major issues reported. Raven Uptime 78%",BD1
05/09/2025 12:00:00 AM,"BD1-#WO3455 VP28039 STATESIDE SURFSIDE GREEN TEA 4-FLV 3X8 24PK.  Down time was mostly due to dekitting cartoned wip, some people could not keep up on it.   Target:4,000 Total produced: 3,640 ------------------------------------------------------------------ BC1-   Experienced instances of cartons not opening due to air knifes being mis aligned. Also, BC1 was two people short. Target was achieved overall.  Target:1500 Total produced:1,664  ------------------------------------------------------------------ ID1- #WO3629 VP13029 SPINDRIFT SPIKED 3-FLV.  Had issues all day with can transfer jams due to cartons not opening properly.   Target:6,960 Total Produced: 6,120",BD1
05/09/2025 12:00:00 AM,"BS1- #WO3672 VP28119 STATESIDE SURFSIDE STRAWBERRY LEMONADE 6X4 24PK *TRAY & SHRINK*   Started Running  VP28080 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK, to clear out what was at the line. Then we switched to VP28119, Line had to get set up for that run. Ran at 25cpm at first then we speed down M1 belt to 20 but staff loading cartons weren't able to keep up with that speed, so we bumped down to 18 cpm and it was better, additionally we experienced down time on dekitting and some jamming at pneumatic separator. BS1 was also two people short.",BS1
05/09/2025 12:00:00 AM,"Carton not opened: Majority of the downtime was due to the horizontal side loader jamming up. Maintenance had to replace a sensor that was not reading correctly at the horizontal side loader. Downtime on replacing the sensor was 7 min. Had to lower the cpm on the DMM from 23 to 19 since we were having constant jams at the loader. Sent the HC to lunch early because the loader was jamming up every other case. Towards the EOS was having consistent jams on the loader/ flaps coming out open. Had maintenance adjust the flap tucker to make sure the flaps were being tucked properly.                                                                                                                                                                                Product fallen on conveyor: After coming back from lunch the conveyor was sticky stopping and dropping cans. Maintenance washed down the conveyor which helped prevent the cans from falling.                                                                                                                                                                                                    Couldn't complete the WO do to having jams on the conveyor, so we ran the Wo until all the cartons available were completely done.",RD1
05/09/2025 12:00:00 AM,"Experienced 14 min delayed start due to faulted Robot, System needed to get reset to get it back on.  Throughout the run we experienced down time on cans fallen on conveyor and instances of can pad mis picks, which operator addressed.",BP1
05/09/2025 12:00:00 AM,"FINISHED WITH 6,800 UNITS //72% uptime. //Product Conveyor Jam - 47m , Due to jams at conveyors with cans bunching up.///uncasing robot fault - 35m lost , Due to issues at palletizing robot dropping cases. /// Carton not opened 16m lost due to issues with magazine after change over.",RD1
05/09/2025 12:00:00 AM,"Horizontal Loader Jam- 57 minutes lost- Bottles kept getting nip then tip over causing loader jams.  Carton Not Picked-10 minutes lost Lack of back pressure caused the suctions cups to mis pick.  Product fallen on conveyor- 8 minutes lost Before heading to the loader then bottles would tip over, at times I thought it was too much back pressure, also the walls were sticky. STL adjustments- 6 minutes lost This was a wrong tag, it was suppose to be ""carton not picked"".  Machine adjustments- 6 minutes lost Mechanic made some adjustments since the cans were hitting the top of the box when pushed in.  Date coder down- 3 minutes The date coder wasn't down, the lead didn't see that the carton hit the coder. He stopped the line to fix it and remove the cartons the went with out dates.",TD1
05/09/2025 12:00:00 AM,Line ran well our biggest downtime was due to horizontal loader jams.,TD1
05/09/2025 12:00:00 AM,Ran great with very few issues. A few stops at runout but that is it. No issues with can jams or with cartons not opening.,Flight - D1
05/09/2025 12:00:00 AM,Ran out of WIP for pineapple. Sent the HC home at lunch.,RP1
05/09/2025 12:00:00 AM,"Suffered from a missing separator bar on the infeed conveyor. It requires constant attention, as if more than one case is dropped in to the open slot, it results in a feed failure in the machine that destroys about 8-10 cans, as well requires 4 cases to be removed from the machine. This feed fault also causes the timing of the flybar arm to jump out of the clutch throwing off the timing.  Spoke with Ian, replacement parts are made to order and have a 2 day lead time. No estimate for when these parts will arrive as of yet.  Only other issue was towards top of shift, the film became misaligned with the cases going through the machine. Minimized downtime as it lined up almost perfectly with a film change.",Flight - PP1
05/09/2025 12:00:00 AM,"The unknown stop time showing in raven is end of shift clean up, but it will not let me retag it. The wrapper area faulted several times throughout the day. Had to feed wrap and fix the issue. Had to adjust the sensor twice so it would read the film.  Had 5 film changes which costs 18 minutes of planned downtime. Some rolls were smaller than others.",Flight - A1
05/09/2025 12:00:00 AM,"We started the day with 8 but we went down to 6 for most of the day to help on the manual line for an order on monday. One of the biggest issues today was discharge back up alarm which kept going off, maintenance made an adjustment to the eye and this stopped. At the beginning of the shift we also experience and tension issue causing the film to walk which lead to jams.",TA1
05/09/2025 12:00:00 AM,"the usual horizontal loader jams occured, the loading arm began not loading cartons into the box. maintenance found the load gate was loose and fixed it, this was our biggest downtime.",TD1
05/09/2025 12:00:00 AM,we began the line at 8am and with one line lead and two operators were able to keep the line going with no issues. we did have pallet height issues but maintenance created a fast way for drivers to identify pallet height. the box machine was also causing bad jams maintenance cleaned the rails and no issues after that,TP1
05/10/2025 12:00:00 AM,- No machine issues to report. - Line started approx. 4pm when the crew finished up a work order on BS1,BD1
05/10/2025 12:00:00 AM,"At the beginning of the shift adjustments were made to the squaring piston to align the beat box image better. Only other issues today were cartons hitting the loading arm causing them to spin during lunch maintenance worked on it and when the team came back, they were able to dial it in. This took about 45min total.",TD1
05/10/2025 12:00:00 AM,At the beginning of the shift the glue pots were not warmed up this caused a delayed start. During the shift a couple case sealer jams and drop packer infeed jams slowed us down but nothing major. Around 1pm the chain outside of the drop packer broke. Because of this the team cleaned up and was sent home.,TP1
05/10/2025 12:00:00 AM,BD1 Crew ran out the last 6 pallets for this work order. Finished 4pm,BS1
05/10/2025 12:00:00 AM,"Date Coder Down- 1 minutes lost Coder was hit by a box, and they stopped the line to make sure cartons didn’t go without the date. Coached lead to tag ‘Date Code Quality’ instead of this.  Horizontal Loader jam- 9 mintues lost Bottles getting tipped over caused jams, it did run better than the rest of the week. Carton Not Picked-4 minutes Lack of back pressure caused mis picks with the cartons.",TD1
05/10/2025 12:00:00 AM,"No machine issues reported, Down time was due to dekitting cartoned wip.",BD1
05/10/2025 12:00:00 AM,"Robot Stopped Abruptly-96 minutes lost At times when a full pallet gets pulled from bay 2, we had to reset the machine by taking out the remanding pallets and putting them back in, since it still reads the full pallet in there. Waiting on cases- 22 minutes lost During pallet changes the employees would fall behind loading up the cartons. Waiting on Palletizer-17  minutes lost All shift we struggled to recycle the pallets for the finished goods. The dekit is slower in TD1, at times we had to wait to get one. Case Erector Down- 11 minutes lost The boxes weren’t as firm, it seems like they had been moist, that caused us to have erector jams.",TP1
05/12/2025 12:00:00 AM,"- BD1 WO3455 - No machine issues to report.  --------------------------------------- ID1 WO3466, WO3453 - Crew finished up the first work order then moved over to BP2 to finish up a work order there while ID1 was being changed over. No production on this line from 330pm to 445pm - Had to stop the line for about ten minutes to clean out inside the machine after some of the parts became gunked up with dried product from the crashes - 2 work orders - 1 Config C/O",BD1
05/12/2025 12:00:00 AM,- Crew From ID1 Ran this line to finish up the work order.,BP2
05/12/2025 12:00:00 AM,"- Persistent issues with Robot Dropping Product, product jamming due to back pressure and the SCARA robot dropping can pads and randomly faulting.",BP1
05/12/2025 12:00:00 AM,"- WO3024, WO3463, WO3656, WO3690 - 2 of the work orders required dekitting and stickering but we only had 5 associates for the line so were not able to complete the final work order - 4 work orders - 3 Flavor C/O",BS1
05/12/2025 12:00:00 AM,At beginning of the shift we spent significant time getting everything set up mechanically. Once we began production we had issues with keeping up on the line due to newer employees. Also during lunch we went down for the air compressor tie in.,TA1
05/12/2025 12:00:00 AM,"BD1-#WO3455 VP28039 STATESIDE SURFSIDE GREEN TEA 4-FLV 3X8 24PK.  Started running with 12 out of 17 people which led to 30 down time on  dekitting, at 8:12 we got fully staffed. No machine issues reported. ----------------------------------------------------------------------------------------------------  ID1-#WO3466 VP28071 STATESIDE SODA BLACK CHERRY 4X6 24PK.   Experienced 1hr and 24 min down time due can transfer jams issues and machine adjustments.",BD1
05/12/2025 12:00:00 AM,"BS1- WO3651 VP06008 KDP HAWAIIAN PUNCH 10OZ 3-FLV 24pk. Presented down time due to:  Date code quality: Date code was not being printed on right spot, needed to get relocated.  Pneumatic separator faulted:  bottles crashing at pneumatic separator  Once depletion of pk06007 staff cleared the line and transitioned to BP2 to keep producing.",BS1
05/12/2025 12:00:00 AM,"Carton not opened: Started having consistent jams at the loader, maintenance adjusted the speed of the conveyor since it seemed as if the back pressure was making the cans crash at the loading site. After adjusting the conveyor, maintenance also noticed that the cans at the loading site were being pushed up by the lane divider causing the cans to hit the case/ fall over resulting in a jam.  Maintenance doubled checked the sensor that triggers the lane divider to see if the sensor was working properly.  Maintenace found a faulty sensor that was staying activated (proximity stop sensor) at the back stop. Maintenace replaced the faulty sensor and adjusted the back stop/ got the loader closer to the cans since it seemed to be off the cans to much. Maintenance also adjusted the back stop since it would make the cans bounce/ tip over at the loading site. Maintenance also adjusted the height of top rail since it was allowing the cases to not be squared with a bulge on top of the case which would cause the loader to crash. Minor flap also wasn't being opened all the way which would result in jams, maintenance added silicone spray to the minor flap opener since it was getting stuck/ felt sticky.                                                                                                                                                        Product conveyor jam/ Uncasing robot fault: Had an issue throughout the day with the cans bolt necking at the infeed which would cause the line to have downtime. Had maintenance adjust the speed of the conveyor to help prevent the jams from recurring. Had an issue with the trays coming together not allowing the uncasing arm to pick the cans up. Also had an issue with the uncasing arm coming down on the cans and puncturing cans, had maintenance adjust the lanes so the uncasing arm would come down straight on the cans.                                                                                                                    Product fallen on conveyor: Throughout the day had issues with cans tipping over on the conveyor. Had an associate dedicated to watch the conveyor for any downed cans.                                              Kept an extra new driver to be trained by a veteran driver, split both breaks and lunch but fell short by 2 pallets of the goal. Line was dialed in towards the ends with no jams and was finally producing up to standards",RD1
05/12/2025 12:00:00 AM,DMM ran great last night. Had occasional jams and explosion at the loading plate which required the team to clean the machine out. Stopped the production at 10p.m to allow maintenance to fix air leak before third shift started.,TD1
05/12/2025 12:00:00 AM,"Good performance from the team today despite the setbacks.  Largest one being, due to the gap/missing bar on the infeed conveyor, we had a case jam the machine so hard it threw the timing out. Fortunately, I had been shown by Anthony how to correct, and it was largely covered by their first break. Continue to have gaps on the infeed, but difficult to correct when the large spaces prevent the large crashes.",Flight - PP1
05/12/2025 12:00:00 AM,"Product Fallen on Conveyor- 34 minutes lost Most of the shift we had issues with cans tipping over on the curves, specially the first curve, that caused the line to fill up and pop cans by the pressing sensors. The mechanic adjusted the speeds before lunch. it helped improve our jams.  WIP Tray Conveyor Jam-58 minutes lost We had several issues with the uncasing arm, it would come down and puncture the cans. We saw a lot of rattling in the infeed lanes, speeds were adjusted. On the second lane we were getting trays coming together, the sensors were checked and wiped down. Issue occurred throughout the shift, we also tried to open the lanes a bit more.  Facility Equipment Down- 6 minutes lost This was tagged at SOS, someone accidentally pressed on ‘SHUTDOWN APPLICATION’, 1ST shit mechanic helped us log back on.  Carton Not Opened/Machine adjustments-18 We started seeing flaps open from the non-operator side, the box seemed a bit round on the sides, the height was adjusted and also the minor tab flap. We also tagged this when we had loader jams, the cans were falling on the first lane on the non-operator side, causing the loader to jam. That was due to too much back pressure.  Broken Part Repair- 9 minutes lost The proximity sensor was missing a nut, and it wasn’t reading the cans, we ended up finding it on the floor. The line was up and running better after that.",RD1
05/12/2025 12:00:00 AM,Ran until 5:30.  9100 cases total.  No downtime to report.,Flight - A1
05/12/2025 12:00:00 AM,The machines ran well today; we did have a stop due to the carton reading sensor got fixated under the guide causing the horizontal loader to not push cartons. 3 pallets were left unbuilt due to inventory issue.,TD1
05/12/2025 12:00:00 AM,"Work Order #WO3651 VP06008 KDP HAWAIIAN PUNCH 10OZ 3-FLV 24 PK(FJR/OO/PB) we came first issue film was incorrectly set up, we had to flipped film, then had downtime on machine adjustments. Second issue SOP was verified I sent pictures for SOP verification @1253 as soon we had our first pallet, we also had a lot of downtime film issues moving, line stopping constantly.  We only were able to produce total of 38 pallets only able to build 16 pallets as I was stopped because coding info needed to be adjusted, our production total production 3,192. Please Engineering Comments. Raven Uptime 43%",BS1
05/12/2025 12:00:00 AM,"used 2 drivers.//74% UPTIME , // PRODUCT CONVEYOR JAM- 31M lost - due to cans getting jammed on conveyors , having to unjam and restart machine causing delays . // Uncasing robot fault , 22m lost , Due to faults at uncasing robot , not picking up cases , and with lanes needing to be adjusted. // 1st run adjustments 18m lost , due to adjusting during first run , trying to dial in DMM . // Carton not open - 13m lost , Due to cartons not opening. // Product fallen at conveyor ,- 10m lost due to cans on the last lane that kept falling. Had one lead stand there to catch if anymore cans fall to reduce the downtime of fallen product.",RD1
05/13/2025 12:00:00 AM,- BD1 WO3455 - One of the infeed lanes bent and tightened preventing product form moving through and causing cans to fall over. Rob was able to adjust it back. - No other issues to report for the three lines. --------------------------------------- - ID1 WO3453 --------------------------------------- - Flight C1 WO3459,BD1
05/13/2025 12:00:00 AM,"- Slightly less persistent issues with Robot Dropping Product, product jamming and  SCARA robot dropping can pads. - Performed much better and got within a few pallets of the target",BP1
05/13/2025 12:00:00 AM,3rd Shift EOS   Issues with horizontal loader. Also had to adjust flap holder and backstop to help with jamming issues. Last half of this shift we went from 27 to 24 cpm. With the adjustment we had longer runs with less issues.,TD1
05/13/2025 12:00:00 AM,3rd Shift EOS  1st night running the 4 packs. We are working on keeping a consistent flow on the line. No issues besides taking time to train and wrap area faults.,TA1
05/13/2025 12:00:00 AM,"At the beginning of the shift we dealt with horizontal loader jams due to the carton hitting the major flap this was adjusted, as well as a deep clean being conducted. A majority of the jams came from cleanliness errors and recipe changes. Once the team came back from lunch the glue pot would not communicate this ended up being the regulator.",TD1
05/13/2025 12:00:00 AM,"BD1-#WO3455 VP28039 STATESIDE SURFSIDE GREEN TEA 4-FLV 3X8 24PK.   No machine issues presented, 25 min down time was due to dekitting cartoned wip.   Target:4,000 Total Produced: 3,952   ------------------------------------------------------------------------------------------------------------- BC1-#WO3459 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK.  Good run, 11min down time were related to instances of can jamming.  Target:1,500 Total produced: 1,768         ------------------------------------------------------------------------------------------------------------------ ID1- #WO3453 VP28036 STATESIDE SODA GOAT 4-FLV 3X8 24PK **CARTON**  experienced 1hr and 35min down time on machine adjustments, see engineering comments for details. Additionally, 20min down time due can jamming issues.  Target : 4,000 Total Produced:3,016",BD1
05/13/2025 12:00:00 AM,"BP1-#WO3360 VP13030 SPINDRIFT 3-FLV 30 PK *NEW ARTWORK*.  A total of 45 minutes of downtime was experienced due to the repair of a broken belt conveyor. Additionally, there was a further 20 minutes of downtime for machine adjustments, as the robot consistently dropped product, necessitating the replacement of both pads. Due to multiple collisions at tray staging area two flaps got broken, needing to get replaced.",BP1
05/13/2025 12:00:00 AM,"BS1 P28001 STATESIDE SURFSIDE VODKA 4-FLV 3X8 24 PK, we came in finished what was left from 2nd shift, produced 820.  Then did C/C going next into WO3686 BS1 VP12035 WATERLOO COSTCO CORE#3 3-FLV 24PK (BLE/LLI/RNE) we had couple issues at the beginning of startup and rest of shift please see Engineering comments. Raven uptime 56%",BS1
05/13/2025 12:00:00 AM,"BS1- VP12035 WATERLOO COSTCO CORE#3 3-FLV 24PK (BLE/LLI/RNE).  No machine issues were presented, had a smooth run on BS1 today, At 11:30 staff was sent home due to completion of wo.",BS1
05/13/2025 12:00:00 AM,Had issues running all day. Cory and I made every adjustment we could think of. Cory reached out to a few other techs to get help diagnosing the issue with no success. We noticed that the cans were taller than a normal sleek 12oz can and addressed this with the Blue Chip team. With the cans being taller they did not really fit in the box. It was a very tight fit. Commercial and BCG will have to determine a plan of action to finish this order.,Flight - D1
05/13/2025 12:00:00 AM,"Had to do a flavor C/O at the start of shift caused 15 min of downtime. Had minor issues with jams at the loading plate, as the horizontal loader swept it would cause tetra packs to hit the minor flap an in some cases cause an explosion.",TD1
